variant,N,P,rep,seconds,rc
parpseq,550,1,4,2.290798062,0
parpseq,550,1,5,2.28063857,0
parpseq,550,1,6,2.255437448,0
parpseq,550,1,7,2.293890818,0
parpseq,550,1,8,2.319190338,0
parpseq,550,1,9,2.255235002,0
parpseq,550,1,10,2.293020814,0
parpseq,550,2,1,1.599909482,0
parpseq,550,2,2,1.649584198,0
parpseq,550,2,3,1.701850432,0
parpseq,550,2,4,1.725048292,0
parpseq,550,2,5,1.59402858,0
parpseq,550,2,6,1.663820493,0
parpseq,550,2,7,1.725845358,0
parpseq,550,2,8,1.933768777,0
parpseq,550,2,9,1.549125743,0
parpseq,550,2,10,1.656677267,0
parpseq,550,4,1,0.54195756,0
parpseq,550,4,2,0.601334032,0
parpseq,550,4,3,0.617418656,0
parpseq,550,4,4,0.541715051,0
parpseq,550,4,5,0.58281066,0
parpseq,550,4,6,0.539974561,0
parpseq,550,4,7,0.543425811,0
parpseq,550,4,8,0.563061213,0
parpseq,550,4,9,0.585931043,0
parpseq,550,4,10,0.50844198,0
parpseq,550,8,1,0.352520928,0
parpseq,550,8,2,0.34646288,0
parpseq,550,8,3,0.331755334,0
parpseq,550,8,4,0.330105527,0
parpseq,550,8,5,0.341065234,0
parpseq,550,8,6,0.351488765,0
parpseq,550,8,7,0.387259425,0
parpseq,550,8,8,0.337260706,0
parpseq,550,8,9,0.355900624,0
parpseq,550,8,10,0.335424502,0
parpseq,600,1,1,3.030345562,0
parpseq,600,1,2,3.054405374,0
parpseq,600,1,3,3.108600032,0
parpseq,600,1,4,3.068360472,0
parpseq,600,1,5,3.08576963,0
parpseq,600,1,6,3.150871107,0
parpseq,600,1,7,3.13479019,0
parpseq,600,1,8,3.067298958,0
parpseq,600,1,9,3.104346697,0
parpseq,600,1,10,3.178149789,0
parpseq,600,2,1,2.298712547,0
parpseq,600,2,2,2.228334002,0
parpseq,600,2,3,2.087508874,0
parpseq,600,2,4,2.222719186,0
parpseq,600,2,5,2.445338353,0
parpseq,600,2,6,2.186768308,0
parpseq,600,2,7,2.243407797,0
parpseq,600,2,8,2.151030203,0
parpseq,600,2,9,2.279612971,0
parpseq,600,2,10,2.15940921,0
parpseq,600,4,1,0.840851107,0
parpseq,600,4,2,0.851877524,0
parpseq,600,4,3,0.828134323,0
parpseq,600,4,4,0.842503083,0
parpseq,600,4,5,0.843980466,0
parpseq,600,4,6,0.829130862,0
parpseq,600,4,7,0.805099106,0
parpseq,600,4,8,0.840673664,0
parpseq,600,4,9,0.827347768,0
parpseq,600,4,10,0.801426319,0
parpseq,600,8,1,0.486467607,0
parpseq,600,8,2,0.490692424,0
parpseq,600,8,3,0.489198348,0
parpseq,600,8,4,0.477723388,0
parpseq,600,8,5,0.484575363,0
parpseq,600,8,6,0.480326264,0
parpseq,600,8,7,0.468795283,0
parpseq,600,8,8,0.478044803,0
parpseq,600,8,9,0.453675589,0
parpseq,600,8,10,0.439855986,0
parpseq,650,1,1,4.503718013,0
parpseq,650,1,2,4.519922019,0
parpseq,650,1,3,4.451405006,0
parpseq,650,1,4,4.522494647,0
parpseq,650,1,5,4.527138834,0
parpseq,650,1,6,4.455603761,0
parpseq,650,1,7,4.455700942,0
parpseq,650,1,8,4.492273902,0
parpseq,650,1,9,4.466996296,0
parpseq,650,1,10,4.484842969,0
parpseq,650,2,1,2.925884642,0
parpseq,650,2,2,2.831124779,0
parpseq,650,2,3,2.829638197,0
parpseq,650,2,4,2.769408251,0
parpseq,650,2,5,2.95323232,0
parpseq,650,2,6,2.915151478,0
parpseq,650,2,7,2.935448651,0
parpseq,650,2,8,2.812885076,0
parpseq,650,2,9,2.997258727,0
parpseq,650,2,10,2.93571025,0
parpseq,650,4,1,1.042978458,0
parpseq,650,4,2,1.018711746,0
parpseq,650,4,3,1.038703516,0
parpseq,650,4,4,1.080113055,0
parpseq,650,4,5,1.034998336,0
parpseq,650,4,6,1.005435263,0
parpseq,650,4,7,1.053949787,0
parpseq,650,4,8,0.991488003,0
parpseq,650,4,9,1.024426674,0
parpseq,650,4,10,1.005790944,0
parpseq,650,8,1,0.559124183,0
parpseq,650,8,2,0.577777269,0
